Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,AvgMonthlySpend,TotalServices,AvgRevenuePerMonth
0440-EKDCF,Male,47.0,Yes,0.0,Herlong,96113,40.198234,-120.18089,1.0,62.0,Offer B,Yes,33.7,No,Yes,Cable,15.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0.0,0.0,2089.4,5842.6,Stayed,Competitor,Competitor had better devices,60.53548387096774,6,94.23548387096774
0440-MOGPM,Female,51.0,No,0.0,Petaluma,94954,38.235021,-122.557332,0.0,41.0,Offer B,Yes,6.16,Yes,Yes,DSL,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.55,3263.9,0.0,0.0,252.56,3516.46,Stayed,Competitor,Competitor had better devices,79.60731707317073,9,85.76731707317073
0440-QEXBZ,Female,64.0,No,0.0,Mojave,93501,35.097323,-118.171288,0.0,44.0,Offer B,Yes,18.42,Yes,Yes,DSL,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2139.1,0.0,0.0,810.48,2949.58,Stayed,Competitor,Competitor had better devices,48.61590909090909,4,67.03590909090909
0440-UEDAI,Female,59.0,No,0.0,Callahan,96014,41.388397,-122.794636,0.0,53.0,Offer B,Yes,33.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,0.0,0.0,1795.64,6838.39,Stayed,Competitor,Competitor had better devices,95.14622641509433,8,129.02622641509436
0442-TDYUO,Male,44.0,Yes,0.0,Bodega,94922,38.343282,-122.9755,4.0,48.0,Offer B,Yes,33.06,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,20.05,1036.0,0.0,0.0,1586.88,2622.88,Stayed,Competitor,Competitor had better devices,21.583333333333332,2,54.64333333333334
0442-ZXKVS,Female,79.0,Yes,0.0,Denair,95316,37.524721,-120.757977,2.0,54.0,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,6431.05,0.0,0.0,2360.34,8791.39,Stayed,Competitor,Competitor had better devices,119.09351851851852,10,162.8035185185185
0447-BEMNG,Female,28.0,Yes,0.0,Wrightwood,92397,34.358321,-117.618263,3.0,48.0,Offer B,No,25.420517214274486,No,Yes,Cable,45.0,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.3,2145.0,0.0,0.0,0.0,2285.0,Churned,Price,Price too high,44.6875,5,47.604166666666664
0447-RXSGD,Male,39.0,No,0.0,Monterey,93940,36.362741,-121.869685,0.0,24.0,Offer C,Yes,25.68,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,2404.85,0.0,0.0,616.32,3021.17,Stayed,Competitor,Competitor had better devices,100.20208333333333,8,125.88208333333334
0454-OKRCT,Male,32.0,No,0.0,Palo Alto,94301,37.444314,-122.149996,0.0,33.0,Offer C,Yes,34.85,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,0.0,0.0,1150.05,3801.15,Stayed,Competitor,Competitor had better devices,80.33636363636363,5,115.18636363636364
0455-ENTCR,Male,58.0,Yes,0.0,Jamestown,95327,37.84771,-120.486589,1.0,66.0,Offer B,Yes,42.85,Yes,Yes,DSL,21.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0.0,0.0,2828.1,8366.45,Stayed,Competitor,Competitor had better devices,83.91439393939395,10,126.76439393939395
0455-XFASS,Female,61.0,Yes,0.0,Campbell,95008,37.279689,-121.954567,3.0,3.0,Offer B,Yes,1.67,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,0.0,0.0,5.01,171.41,Joined,Competitor,Competitor had better devices,66.73333333333333,3,57.13666666666666
0458-HEUZG,Female,58.0,No,0.0,Alderpoint,95511,40.166028,-123.584144,0.0,13.0,Offer D,No,25.420517214274486,No,Yes,Cable,13.0,No,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,35.4,450.4,0.0,0.0,0.0,550.4,Stayed,Competitor,Competitor had better devices,34.646153846153844,3,42.33846153846154
0459-SPZHJ,Male,19.0,Yes,0.0,Garden Grove,92843,33.764018,-117.931507,1.0,63.0,Offer B,Yes,13.45,Yes,Yes,DSL,45.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,83.5,5435.0,0.0,0.0,847.35,6282.35,Stayed,Competitor,Competitor had better devices,86.26984126984127,10,99.71984126984128
0461-CVKMU,Female,45.0,Yes,0.0,Oak Run,96069,40.689243,-122.037023,0.0,23.0,Offer B,Yes,38.81,No,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0.0,0.0,892.63,2792.88,Churned,Attitude,Attitude of support person,82.6195652173913,6,121.42956521739131
0463-TXOAK,Male,26.0,No,0.0,Madison,95653,38.674276,-121.961866,0.0,52.0,Offer B,Yes,23.12,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,25.6,1334.5,0.0,0.0,1202.24,2536.74,Stayed,Competitor,Competitor had better devices,25.66346153846154,3,48.78346153846154
0463-WZZKO,Male,23.0,No,0.0,Van Nuys,91406,34.195685,-118.490752,0.0,3.0,Offer E,Yes,16.39,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0.0,49.17,116.27,Joined,Competitor,Competitor had better devices,22.366666666666664,2,38.75666666666667
0463-ZSDNT,Male,23.0,No,0.0,Escondido,92026,33.21846,-117.116916,0.0,10.0,Offer B,Yes,30.3,No,Yes,DSL,45.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,56.75,503.25,0.0,0.0,303.0,836.25,Stayed,Competitor,Competitor had better devices,50.325,4,83.625
0464-WJTKO,Female,39.0,Yes,0.0,Cedarville,96104,41.505916,-120.152505,7.5,72.0,Offer B,Yes,14.17,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,20.1,1460.85,0.0,0.0,1020.24,2481.09,Stayed,Competitor,Competitor had better devices,20.289583333333333,2,34.459583333333335
0468-YRPXN,Male,62.0,No,0.0,Lomita,90717,33.794209,-118.317354,0.0,29.0,Offer C,Yes,48.2,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.8,2807.1,0.0,0.0,1397.8,4204.9,Stayed,Competitor,Competitor had better devices,96.79655172413793,8,144.99655172413793
0471-ARVMX,Female,70.0,Yes,0.0,Kelseyville,95451,38.93496,-122.792243,7.5,62.0,Offer B,Yes,22.74,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,6312.9,0.0,0.0,1409.88,7722.78,Stayed,Competitor,Competitor had better devices,101.82096774193548,9,124.56096774193549
0471-LVHGK,Male,34.0,Yes,0.0,Orangevale,95662,38.689174,-121.218435,1.0,41.0,Offer B,Yes,15.91,Yes,Yes,DSL,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,73.0,3001.2,0.0,0.0,652.31,3653.51,Churned,Competitor,Competitor offered higher download speeds,73.19999999999999,8,89.11
0475-RIJEP,Male,47.0,No,0.0,Pinecrest,95364,38.224869,-119.755729,0.0,43.0,Offer B,Yes,49.13,Yes,Yes,Fiber Optic,25.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.85,3365.85,0.0,0.0,2112.59,5478.44,Churned,Price,Lack of affordable download/upload speed,78.27558139534884,5,127.40558139534883
0479-HMSWA,Female,63.0,No,0.0,San Clemente,92672,33.429488,-117.609432,0.0,26.0,Offer C,Yes,2.48,No,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.45,2715.3,0.0,0.0,64.48,2779.78,Stayed,Competitor,Competitor had better devices,104.4346153846154,9,106.91461538461539
0480-BIXDE,Female,58.0,Yes,0.0,Beale Afb,95903,39.125311,-121.392283,7.5,19.0,Offer D,Yes,10.68,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0.0,0.0,202.92,1945.97,Stayed,Competitor,Competitor had better devices,91.73947368421052,7,102.41947368421053
0480-KYJVA,Female,42.0,Yes,0.0,Sacramento,95835,38.685069,-121.543709,7.5,72.0,Offer B,Yes,47.6,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,24.25,1784.5,0.0,0.0,2871.9325,5161.94,Stayed,Competitor,Competitor had better devices,24.78472222222222,3,71.69361111111111
0481-SUMCB,Female,74.0,No,0.0,Greenville,95947,40.160386,-120.835428,0.0,45.0,Offer B,Yes,34.12,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,102.15,4735.35,0.0,0.0,1535.4,6270.75,Stayed,Competitor,Competitor had better devices,105.23,7,139.35
0484-FFVBJ,Male,43.0,No,0.0,Fort Bragg,95437,39.455555,-123.683979,0.0,32.0,Offer B,Yes,15.52,No,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,64.85,2010.95,0.0,0.0,496.64,2507.59,Stayed,Competitor,Competitor had better devices,62.8421875,6,78.3621875
0484-JPBRU,Male,23.0,No,0.0,Petaluma,94954,38.235021,-122.557332,0.0,41.0,Offer B,Yes,41.21,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.25,996.45,0.0,0.0,1689.61,2686.06,Stayed,Competitor,Competitor had better devices,24.303658536585367,3,65.51365853658537
0485-ZBSLN,Male,52.0,Yes,0.0,Mecca,92254,33.543835,-115.993906,4.0,65.0,Offer B,Yes,36.5,Yes,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,24.75,1715.1,0.0,0.0,2372.5,4087.6,Stayed,Competitor,Competitor had better devices,26.386153846153846,3,62.886153846153846
0486-HECZI,Male,37.0,Yes,0.0,Torrance,90504,33.867257,-118.330794,0.0,55.0,Offer B,Yes,49.06,Yes,Yes,Fiber Optic,27.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.75,5238.9,0.0,0.0,2698.3,7937.2,Churned,Price,Long distance charges,95.25272727272727,7,144.31272727272727
0486-LGCCH,Male,48.0,Yes,0.0,Victorville,92394,34.567058,-117.362329,2.0,11.0,Offer D,Yes,40.76,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,19.65,225.75,0.0,0.0,448.36,674.11,Stayed,Competitor,Competitor had better devices,20.522727272727273,2,61.28272727272727
0487-CRLZF,Female,58.0,No,0.0,Poway,92064,32.984395,-117.013454,0.0,49.0,Offer B,Yes,7.51,No,Yes,DSL,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.45,3721.9,0.0,0.0,367.99,4089.89,Stayed,Competitor,Competitor had better devices,75.95714285714286,8,83.46714285714286
0487-RPVUM,Male,49.0,Yes,0.0,Mount Hermon,95041,37.051166,-122.056194,1.0,61.0,Offer B,Yes,15.15,Yes,Yes,Fiber Optic,28.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,99.4,5943.65,0.0,0.0,924.15,6867.8,Stayed,Competitor,Competitor had better devices,97.43688524590164,8,112.58688524590164
0487-VVUVK,Male,49.0,Yes,0.0,Santa Barbara,93109,34.406256,-119.726936,5.0,25.0,Offer B,Yes,19.09,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,19.15,477.6,0.0,0.0,477.25,954.85,Stayed,Competitor,Competitor had better devices,19.104,2,38.194
0488-GSLFR,Female,41.0,No,0.0,Taylorsville,95983,40.053684,-120.743116,0.0,1.0,Offer B,Yes,8.31,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,0.0,8.31,77.81,Churned,Dissatisfaction,Product dissatisfaction,69.5,3,77.81
0489-WMEMG,Female,61.0,No,0.0,Korbel,95550,40.7666,-123.80458,0.0,23.0,Offer D,Yes,25.85,No,Yes,Cable,45.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.45,1119.35,0.0,0.0,594.55,1713.9,Stayed,Competitor,Competitor had better devices,48.667391304347824,4,74.51739130434783
0491-KAPQG,Male,28.0,No,0.0,Pine Valley,91962,32.800671,-116.483363,0.0,21.0,Offer D,Yes,28.54,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.7,1558.7,0.0,0.0,599.34,2158.04,Stayed,Competitor,Competitor had better devices,74.22380952380952,5,102.76380952380953
0495-RVCBF,Female,39.0,No,0.0,Santa Rosa,95401,38.460517,-122.790335,0.0,1.0,Offer B,Yes,33.88,No,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,79.7,0.0,0.0,33.88,113.58,Churned,Dissatisfaction,Poor expertise of online support,79.7,5,113.58
0495-ZBNGW,Male,78.0,Yes,0.0,Loma Mar,94021,37.266388,-122.26308,1.0,5.0,Offer B,Yes,6.66,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.0,343.95,0.0,0.0,33.3,397.25,Churned,Competitor,Competitor offered more data,68.78999999999999,4,79.45
0496-AHOOK,Male,61.0,Yes,0.0,Bangor,95914,39.396585,-121.38029,7.5,24.0,Offer C,Yes,32.86,No,Yes,Cable,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.4,1712.9,0.0,0.0,788.64,2501.54,Stayed,Competitor,Competitor had better devices,71.37083333333334,8,104.23083333333334
0504-HHAPI,Female,72.0,No,0.0,Guinda,95637,38.830739,-122.196202,0.0,27.0,Offer B,Yes,16.94,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,88.3,2467.75,0.0,0.0,457.38,2925.13,Churned,Other,Don't know,91.39814814814815,6,108.33814814814815
0505-SPOOW,Female,41.0,Yes,0.0,Riverside,92508,33.885499,-117.324959,7.0,70.0,Offer A,Yes,11.71,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,19.8,1397.65,0.0,0.0,819.7,2217.35,Stayed,Competitor,Competitor had better devices,19.966428571428573,2,31.67642857142857
0506-LVNGN,Female,78.0,No,0.0,Rancho Cordova,95742,38.591134,-121.161585,0.0,5.0,Offer B,Yes,42.33,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0.0,211.65,561.3,Churned,Competitor,Competitor had better devices,69.92999999999999,4,112.25999999999999
0506-YLVKJ,Male,54.0,Yes,0.0,Sultana,93666,36.545353,-119.338535,1.0,46.0,Offer B,Yes,45.92,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,20.2,917.45,0.0,0.0,2112.32,3029.77,Stayed,Competitor,Competitor had better devices,19.944565217391304,2,65.8645652173913
0508-OOLTO,Female,33.0,Yes,0.0,Fort Irwin,92310,35.349241,-116.770281,5.0,2.0,Offer B,Yes,29.03,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,0.0,0.0,58.06,193.81,Joined,Competitor,Competitor had better devices,67.875,3,96.905
0508-SQWPL,Female,32.0,Yes,0.0,La Mesa,91941,32.759327,-116.99726,7.5,57.0,Offer B,Yes,26.67,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,20.1,1087.7,0.0,0.0,1520.19,2607.89,Stayed,Competitor,Competitor had better devices,19.082456140350878,2,45.75245614035087
0511-JTEOY,Female,41.0,No,0.0,Canyon Dam,95923,40.171312,-121.120605,0.0,1.0,Offer E,Yes,10.19,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.1,71.1,0.0,0.0,10.19,81.29,Churned,Competitor,Competitor made better offer,71.1,3,81.29
0512-FLFDW,Female,74.0,Yes,0.0,Palomar Mountain,92060,33.309852,-116.823091,3.0,60.0,Offer B,Yes,27.68,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,100.5,6029.0,0.0,0.0,1660.8,7689.8,Stayed,Competitor,Competitor had better devices,100.48333333333333,7,128.16333333333333
0513-RBGPE,Male,57.0,Yes,0.0,Rancho Santa Fe,92091,32.99356,-117.207121,6.0,37.0,Offer B,Yes,4.5,Yes,Yes,DSL,9.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,2278.75,0.0,0.0,166.5,2428.28,Stayed,Competitor,Competitor had better devices,61.58783783783784,7,65.62918918918919
0515-YPMCW,Male,42.0,No,0.0,San Jose,95116,37.350284,-121.852855,0.0,1.0,Offer B,Yes,42.87,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.45,70.45,0.0,0.0,42.87,123.32,Churned,Competitor,Competitor had better devices,70.45,2,123.32
0516-OOHAR,Male,39.0,Yes,0.0,Topanga,90290,34.115192,-118.61017,7.5,28.0,Offer B,Yes,7.73,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.35,2799.0,0.0,0.0,216.44,3015.44,Stayed,Competitor,Competitor had better devices,99.96428571428571,8,107.69428571428571
0516-QREYC,Female,78.0,No,0.0,Capay,95607,38.681651,-122.130569,0.0,24.0,Offer B,Yes,18.39,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,20.3,459.95,0.0,0.0,441.36,901.31,Stayed,Competitor,Competitor had better devices,19.164583333333333,2,37.55458333333333
0516-UXRMT,Female,27.0,No,0.0,Oxnard,93033,34.156629,-119.117218,0.0,62.0,Offer B,Yes,23.88,Yes,Yes,Fiber Optic,45.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.05,5755.8,0.0,0.0,1480.56,7222.15,Stayed,Competitor,Competitor had better devices,92.83548387096775,7,116.48629032258064
0516-VRYBW,Female,39.0,No,0.0,Stanton,90680,33.801869,-117.995068,0.0,18.0,Offer D,Yes,8.95,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,20.15,390.85,0.0,0.0,161.1,551.95,Churned,Attitude,Attitude of support person,21.71388888888889,2,30.66388888888889
0516-WJVXC,Female,21.0,No,0.0,Sacramento,95818,38.556306,-121.495817,0.0,5.0,Offer B,Yes,3.61,No,Yes,DSL,45.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0.0,0.0,18.05,326.3,Churned,Dissatisfaction,Network reliability,61.65,5,65.26
0519-DRGTI,Female,58.0,Yes,0.0,Stockton,95219,38.029729,-121.387999,7.5,20.0,Offer B,Yes,42.46,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,20.35,442.6,0.0,0.0,849.2,1291.8,Stayed,Competitor,Competitor had better devices,22.130000000000003,2,64.59
0519-XUZJU,Female,56.0,No,0.0,Felton,95018,37.089111,-122.062213,0.0,1.0,Offer B,Yes,26.0,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.75,70.75,0.0,0.0,26.0,96.75,Churned,Dissatisfaction,Service dissatisfaction,70.75,3,96.75
0520-FDVVT,Male,26.0,No,0.0,Lewiston,96052,40.704293,-122.803899,0.0,35.0,Offer B,Yes,39.84,No,Yes,Fiber Optic,45.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.35,3626.1,0.0,0.0,1394.4,5020.5,Churned,Price,Price too high,103.60285714285715,8,143.44285714285715
0523-VNGTF,Female,78.0,No,0.0,Sun Valley,91352,34.231053,-118.338307,0.0,52.0,Offer B,No,25.420517214274486,No,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.5,2566.3,0.0,0.0,0.0,2566.3,Stayed,Competitor,Competitor had better devices,49.35192307692308,6,49.35192307692308
0524-IAVZO,Female,25.0,Yes,0.0,Anza,92539,33.527605,-116.666551,1.0,30.0,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2624.25,0.0,0.0,144.6,2768.85,Churned,Other,Don't know,87.475,6,92.295
0526-SXDJP,Male,36.0,Yes,0.0,Bell,90201,33.970343,-118.171368,7.0,72.0,Offer A,No,25.420517214274486,No,Yes,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,42.1,2962.0,0.0,0.0,0.0,2962.0,Stayed,Competitor,Competitor had better devices,41.138888888888886,5,41.138888888888886
0529-ONKER,Male,70.0,No,0.0,Forest Ranch,95942,40.077028,-121.494168,0.0,15.0,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0.0,695.7,1842.35,Churned,Attitude,Attitude of support person,76.44333333333334,4,122.82333333333332
0530-IJVDB,Male,36.0,No,0.0,Jamul,91935,32.695681,-116.798386,0.0,70.0,Offer A,Yes,26.67,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.6,7882.5,0.0,0.0,1866.9,9749.4,Stayed,Competitor,Competitor had better devices,112.60714285714286,11,139.27714285714285
0531-XBKMM,Male,37.0,No,0.0,Azusa,91702,34.174493,-117.87068,0.0,66.0,Offer B,Yes,32.12,Yes,Yes,DSL,17.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.7,4378.9,0.0,0.0,2119.92,6498.82,Stayed,Competitor,Competitor had better devices,66.3469696969697,7,98.4669696969697
0531-ZZJWQ,Male,68.0,Yes,0.0,Fallbrook,92028,33.362575,-117.299644,6.0,55.0,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.0,4052.4,0.0,0.0,2359.5,6411.9,Stayed,Competitor,Competitor had better devices,73.68,4,116.58
0533-BNWKF,Female,66.0,Yes,0.0,San Diego,92122,32.85723,-117.209774,2.0,55.0,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.45,4874.7,0.0,0.0,2355.1,7319.8,Churned,Competitor,Competitor made better offer,88.63090909090909,5,133.08727272727273
0533-UCAAU,Male,72.0,Yes,0.0,Montgomery Creek,96065,40.877552,-121.885884,2.0,57.0,Offer B,Yes,48.16,Yes,Yes,DSL,10.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,4140.1,0.0,0.0,2745.12,6885.22,Stayed,Competitor,Competitor had better devices,72.63333333333334,7,120.79333333333334
0536-ACXIP,Female,34.0,Yes,0.0,Lodi,95242,38.128087,-121.4078,7.5,72.0,Offer B,Yes,44.2,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,8165.1,0.0,0.0,2871.9325,11094.447500000002,Stayed,Competitor,Competitor had better devices,113.40416666666667,10,154.08954861111113
0536-BGFMZ,Female,27.0,Yes,0.0,Leggett,95585,39.873371,-123.741474,3.0,28.0,Offer B,Yes,42.33,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,20.5,563.05,0.0,0.0,1185.24,1748.29,Stayed,Competitor,Competitor had better devices,20.10892857142857,2,62.43892857142857
0536-ESJEP,Male,48.0,Yes,0.0,Rough And Ready,95975,39.225634,-121.156163,7.5,54.0,Offer B,Yes,14.18,No,Yes,DSL,25.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0.0,0.0,765.72,4957.17,Stayed,Competitor,Competitor had better devices,77.61944444444444,8,91.79944444444445
0537-QYZZN,Male,66.0,Yes,0.0,Petaluma,94952,38.237018,-122.77872,6.0,24.0,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,1857.75,0.0,0.0,97.44,1955.19,Stayed,Competitor,Competitor had better devices,77.40625,5,81.46625
0541-FITGH,Female,59.0,Yes,0.0,Hornitos,95325,37.479926,-120.230424,6.0,2.0,Offer E,Yes,48.39,No,Yes,Cable,24.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0.0,0.0,96.78,209.88,Joined,Competitor,Competitor had better devices,56.55,6,104.94
0547-HURJB,Male,19.0,No,0.0,Dixon,95620,38.392821,-121.799917,0.0,12.0,Offer D,Yes,19.38,No,No,Fiber Optic,26.189958310676094,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,21.05,235.8,0.0,0.0,232.56,468.36,Stayed,Competitor,Competitor had better devices,19.650000000000002,2,39.03
0549-CYCQN,Male,69.0,No,0.0,Flournoy,96029,39.84784,-122.544556,0.0,51.0,Offer B,Yes,24.92,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,0.0,0.0,1270.92,5228.89,Stayed,Competitor,Competitor had better devices,77.93529411764706,5,102.52725490196079
